         29650667 function calls (29094292 primitive calls) in 19.868 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   198457    0.038    0.000    0.038    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.038    0.019 interfaces.py:8(<module>)
    34824    0.013    0.000    0.038    0.000 base.py:58(_validate_set_axis)
    49282    0.012    0.000    0.038    0.000 series.py:709(_values)
      857    0.017    0.000    0.038    0.000 managers.py:2328(_merge_blocks)
     2282    0.014    0.000    0.037    0.000 function_base.py:5195(insert)
        1    0.000    0.000    0.037    0.037 generic.py:2(<module>)
        1    0.000    0.000    0.036    0.036 backend_bases.py:1(<module>)
        1    0.000    0.000    0.035    0.035 rcsetup.py:1(<module>)
        1    0.000    0.000    0.035    0.035 _decorators.py:1(<module>)
    33762    0.015    0.000    0.035    0.000 indexing.py:2652(check_deprecated_indexers)
     5090    0.006    0.000    0.035    0.000 indexing.py:865(_validate_tuple_indexer)
     1146    0.002    0.000    0.035    0.000 concat.py:605(_get_empty_dtype)
     1140    0.006    0.000    0.034    0.000 _exceptions.py:29(find_stack_level)
      570    0.002    0.000    0.034    0.000 base.py:248(_new_Index)
    14700    0.006    0.000    0.034    0.000 common.py:353(is_datetime64tz_dtype)
88554/80896    0.024    0.000    0.034    0.000 {built-in method numpy.asarray}
203088/202986    0.026    0.000    0.034    0.000 {method 'join' of 'str' objects}
      285    0.004    0.000    0.033    0.000 astype.py:68(astype_nansafe)
    15333    0.033    0.000    0.033    0.000 {method 'astype' of 'numpy.ndarray' objects}
    20620    0.030    0.000    0.033    0.000 sysconfig.py:160(_extend_dict)
    77073    0.010    0.000    0.033    0.000 base.py:56(<genexpr>)
   177616    0.031    0.000    0.032    0.000 {pandas._libs.lib.is_list_like}
    17358    0.004    0.000    0.032    0.000 managers.py:170(blknos)
    44156    0.029    0.000    0.032    0.000 _ufunc_config.py:131(geterr)
     1713    0.002    0.000    0.032    0.000 indexing.py:2518(check_bool_indexer)
    10470    0.008    0.000    0.031    0.000 algorithms.py:1477(take)
        1    0.000    0.000    0.031    0.031 memory_profiler.py:1(<module>)
        1    0.000    0.000    0.031    0.031 _laplacian.py:1(<module>)
    52057    0.022    0.000    0.031    0.000 blocks.py:2247(extend_blocks)
     1867    0.003    0.000    0.030    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.030    0.030 extensions.py:7(<module>)
     4805    0.002    0.000    0.030    0.000 expressions.py:246(where)
      389    0.011    0.000    0.030    0.000 doccer.py:13(docformat)
      218    0.000    0.000    0.030    0.000 artist.py:1389(__init__)
        1    0.000    0.000    0.030    0.030 cm.py:1(<module>)
     6235    0.018    0.000    0.030    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
      286    0.001    0.000    0.030    0.000 sre_compile.py:759(compile)
    18736    0.018    0.000    0.030    0.000 base.py:5342(__getitem__)
     3992    0.005    0.000    0.030    0.000 frame.py:4247(_box_col_values)
      218    0.004    0.000    0.030    0.000 artist.py:1409(get_aliases)
     1716    0.001    0.000    0.029    0.000 base.py:6614(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.029    0.029 compute.py:18(<module>)
        1    0.000    0.000    0.029    0.029 cm.py:40(_gen_cmap_registry)
     9898    0.007    0.000    0.029    0.000 generic.py:820(_set_axis)
        1    0.000    0.000    0.029    0.029 collections.py:1(<module>)
      570    0.001    0.000    0.029    0.000 concat.py:199(<listcomp>)
     4805    0.002    0.000    0.029    0.000 expressions.py:176(_where_numexpr)
     2282    0.004    0.000    0.029    0.000 managers.py:1434(_insert_update_blklocs_and_blknos)
     8515    0.005    0.000    0.028    0.000 blocks.py:201(fill_value)
    49198    0.025    0.000    0.028    0.000 managers.py:1051(from_blocks)
     1140    0.017    0.000    0.028    0.000 concat.py:278(_get_mgr_concatenation_plan)
      126    0.001    0.000    0.028    0.000 _distn_infrastructure.py:755(_construct_doc)
     9640    0.005    0.000    0.028    0.000 fromnumeric.py:2307(any)
      570    0.001    0.000    0.028    0.000 concat.py:639(_get_comb_axis)
   379268    0.026    0.000    0.028    0.000 {built-in method builtins.issubclass}
      859    0.005    0.000    0.028    0.000 _handler.py:30(__init__)
    25163    0.014    0.000    0.027    0.000 common.py:586(is_dtype_equal)
     4805    0.027    0.000    0.027    0.000 {built-in method _operator.gt}
     4805    0.012    0.000    0.027    0.000 _validators.py:269(validate_axis_style_args)
     3674    0.001    0.000    0.027    0.000 re.py:250(compile)
      570    0.001    0.000    0.027    0.000 api.py:78(get_objs_combined_axis)
       63    0.000    0.000    0.027    0.000 colors.py:1079(reversed)
    33211    0.020    0.000    0.026    0.000 config.py:598(_get_root)
    23780    0.009    0.000    0.026    0.000 frame.py:873(shape)
       63    0.000    0.000    0.026    0.000 colors.py:1098(<dictcomp>)
      188    0.026    0.000    0.026    0.000 colors.py:1100(<listcomp>)
    55512    0.019    0.000    0.026    0.000 generic.py:565(_get_axis)
    49282    0.021    0.000    0.026    0.000 managers.py:2038(internal_values)
   322138    0.026    0.000    0.026    0.000 {method 'replace' of 'str' objects}
      570    0.001    0.000    0.025    0.000 api.py:122(_get_combined_index)
   109510    0.025    0.000    0.025    0.000 flags.py:85(allows_duplicate_labels)
      859    0.004    0.000    0.025    0.000 _colorama.py:21(should_wrap)
     5090    0.009    0.000    0.025    0.000 indexing.py:932(_getitem_lowerdim)
     4805    0.002    0.000    0.025    0.000 expressions.py:171(_where_standard)
     1716    0.004    0.000    0.025    0.000 cast.py:1590(find_common_type)
        1    0.000    0.000    0.025    0.025 widgets.py:1(<module>)
        5    0.000    0.000    0.025    0.005 missing.py:309(_isna_string_dtype)
        1    0.000    0.000    0.025    0.025 compiler.py:8(<module>)
    11890    0.005    0.000    0.024    0.000 generic.py:5282(<genexpr>)
    15563    0.024    0.000    0.024    0.000 {method 'take' of 'numpy.ndarray' objects}
     1140    0.004    0.000    0.024    0.000 transforms.py:10(shift)
    59952    0.007    0.000    0.024    0.000 managers.py:988(__init__)
        4    0.024    0.006    0.024    0.006 {built-in method pandas._libs.missing.isnaobj}
     4564    0.002    0.000    0.024    0.000 <__array_function__ internals>:177(append)
     3435    0.007    0.000    0.024    0.000 warnings.py:130(filterwarnings)
    79458    0.021    0.000    0.024    0.000 gzip.py:98(prepend)
   102136    0.016    0.000    0.024    0.000 common.py:1557(get_dtype)
     9368    0.018    0.000    0.024    0.000 cast.py:1932(np_can_hold_element)
        1    0.000    0.000    0.023    0.023 dbutils.py:3(<module>)
     5993    0.003    0.000    0.023    0.000 managers.py:2397(_using_copy_on_write)
     9611    0.003    0.000    0.023    0.000 <__array_function__ internals>:177(sort)
        1    0.000    0.000    0.023    0.023 patches.py:1(<module>)
     2286    0.013    0.000    0.023    0.000 base.py:2383(is_unique)
     4805    0.004    0.000    0.023    0.000 putmask.py:98(validate_putmask)
     1141    0.007    0.000    0.023    0.000 {built-in method _warnings.warn}
     4805    0.002    0.000    0.023    0.000 <__array_function__ internals>:177(where)
     8519    0.006    0.000    0.023    0.000 missing.py:641(na_value_for_dtype)
      572    0.023    0.000    0.023    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     4805    0.007    0.000    0.023    0.000 blocks.py:1162(fillna)
      156    0.003    0.000    0.022    0.000 __init__.py:313(namedtuple)
     6239    0.003    0.000    0.022    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.022    0.011 frame.py:5446(rename)
        2    0.000    0.000    0.022    0.011 generic.py:1042(_rename)
     4890    0.020    0.000    0.022    0.000 {method 'sub' of 're.Pattern' objects}
     7086    0.006    0.000    0.022    0.000 blocks.py:207(_standardize_fill_value)
     9610    0.004    0.000    0.022    0.000 indexing.py:1449(_validate_key)
     3990    0.013    0.000    0.022    0.000 concat.py:705(_combine_concat_plans)
    48054    0.010    0.000    0.022    0.000 nanops.py:86(<genexpr>)
    33417    0.012    0.000    0.022    0.000 construction.py:677(_sanitize_ndim)
    10263    0.008    0.000    0.021    0.000 base.py:3756(get_loc)
    59750    0.021    0.000    0.021    0.000 generic.py:5893(__getattr__)
     1215    0.000    0.000    0.021    0.000 inspect.py:3103(signature)
   477365    0.021    0.000    0.021    0.000 {built-in method nt.fspath}
     6824    0.004    0.000    0.021    0.000 concat.py:660(<genexpr>)
     1215    0.000    0.000    0.021    0.000 inspect.py:2851(from_callable)
     4564    0.004    0.000    0.021    0.000 function_base.py:5389(append)
1765/1226    0.003    0.000    0.021    0.000 inspect.py:2218(_signature_from_callable)
        1    0.000    0.000    0.021    0.021 connections.py:5(<module>)
     6840    0.010    0.000    0.021    0.000 concat.py:415(is_na)
   372741    0.021    0.000    0.021    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.021    0.021 ops.py:1335(sorted_data)
      571    0.021    0.000    0.021    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
        1    0.000    0.000    0.020    0.020 compute.py:299(_make_global_functions)
     1717    0.002    0.000    0.020    0.000 base.py:6323(_should_compare)
     1140    0.001    0.000    0.020    0.000 <__array_function__ internals>:177(roll)
        1    0.000    0.000    0.020    0.020 axes3d.py:1(<module>)
      246    0.000    0.000    0.020    0.000 compute.py:283(_wrap_function)
        1    0.000    0.000    0.020    0.020 crud.py:8(<module>)
    19807    0.013    0.000    0.020    0.000 dtypes.py:913(construct_from_string)
    19807    0.014    0.000    0.020    0.000 dtypes.py:1185(construct_from_string)
        1    0.000    0.000    0.020    0.020 dml.py:7(<module>)
     1141    0.002    0.000    0.020    0.000 managers.py:375(setitem)
     2282    0.001    0.000    0.020    0.000 <__array_function__ internals>:177(moveaxis)
     6872    0.003    0.000    0.019    0.000 _handler.py:213(update_format)
    12468    0.007    0.000    0.019    0.000 inference.py:267(is_dict_like)
        1    0.000    0.000    0.019    0.019 generic.py:1010(_wrap_applied_output)
     1713    0.005    0.000    0.019    0.000 utils.py:431(check_array_indexer)
     4805    0.006    0.000    0.019    0.000 frame.py:950(_values)
        1    0.000    0.000    0.019    0.019 generic.py:1069(_wrap_applied_output_series)
       10    0.000    0.000    0.019    0.002 _base.py:704(__init_subclass__)
      859    0.006    0.000    0.019    0.000 win32.py:114(winapi_test)
     6269    0.002    0.000    0.019    0.000 _methods.py:54(_any)
    87/86    0.000    0.000    0.019    0.000 deprecations.py:277(warned)
     5426    0.001    0.000    0.019    0.000 re.py:198(search)
     7657    0.003    0.000    0.019    0.000 common.py:77(get_op_result_name)
     5132    0.012    0.000    0.019    0.000 managers.py:1117(iget)
   129064    0.019    0.000    0.019    0.000 generic.py:551(_get_axis_number)
        3    0.000    0.000    0.019    0.006 _base.py:1(<module>)
    34543    0.007    0.000    0.019    0.000 inference.py:189(is_array_like)
      287    0.000    0.000    0.019    0.000 <__array_function__ internals>:177(vstack)
    33208    0.007    0.000    0.019    0.000 config.py:651(_warn_if_deprecated)
        1    0.000    0.000    0.019    0.019 _discrete_distns.py:5(<module>)
     1140    0.014    0.000    0.018    0.000 numeric.py:1146(roll)
      286    0.001    0.000    0.018    0.000 sre_parse.py:937(parse)
     9629    0.011    0.000    0.018    0.000 cast.py:1764(construct_1d_object_array_from_listlike)
     9611    0.007    0.000    0.018    0.000 base.py:5394(_getitem_slice)
      573    0.013    0.000    0.018    0.000 utils.py:244(maybe_convert_indices)
      218    0.006    0.000    0.018    0.000 artist.py:1484(get_setters)
    48184    0.012    0.000    0.018    0.000 common.py:1488(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.018    0.018 _fontconfig_pattern.py:1(<module>)
    15376    0.007    0.000    0.018    0.000 <__array_function__ internals>:177(copyto)
    21038    0.018    0.000    0.018    0.000 {built-in method numpy.array}
     3142    0.010    0.000    0.018    0.000 base.py:883(_engine)
    24929    0.009    0.000    0.017    0.000 construction.py:862(is_empty_data)
    91677    0.012    0.000    0.017    0.000 common.py:1421(is_1d_only_ea_dtype)
      287    0.001    0.000    0.017    0.000 shape_base.py:222(vstack)
     9612    0.003    0.000    0.017    0.000 nanops.py:217(_maybe_get_mask)
   260063    0.017    0.000    0.017    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.017    0.017 _mstats_basic.py:1(<module>)
  717/286    0.001    0.000    0.017    0.000 sre_parse.py:435(_parse_sub)
    18976    0.008    0.000    0.017    0.000 {built-in method builtins.sorted}
     7980    0.008    0.000    0.017    0.000 inspect.py:654(getfile)
      859    0.006    0.000    0.017    0.000 _datetime.py:81(aware_now)
     2282    0.006    0.000    0.017    0.000 numeric.py:1410(moveaxis)
        1    0.000    0.000    0.017    0.017 pyarrow.py:1(<module>)
     5945    0.004    0.000    0.017    0.000 base.py:5589(identical)
        1    0.000    0.000    0.017    0.017 lgmres.py:4(<module>)
     4805    0.004    0.000    0.017    0.000 generic.py:12918(_align_as_utc)
    19807    0.011    0.000    0.017    0.000 dtypes.py:754(construct_from_string)
  837/292    0.006    0.000    0.017    0.000 sre_parse.py:493(_parse)
        1    0.000    0.000    0.017    0.017 __init__.py:25(<module>)
    65481    0.010    0.000    0.016    0.000 protocol.py:147(read_length_encoded_integer)
     6872    0.002    0.000    0.016    0.000 _colorizer.py:338(colorize)
      855    0.005    0.000    0.016    0.000 managers.py:1030(_verify_integrity)
     4805    0.002    0.000    0.016    0.000 generic.py:2001(empty)
     9611    0.005    0.000    0.016    0.000 fromnumeric.py:852(sort)
        1    0.000    0.000    0.016    0.016 __init__.py:20(<module>)
    84247    0.011    0.000    0.016    0.000 common.py:149(<lambda>)
     1716    0.002    0.000    0.016    0.000 base.py:3973(_get_indexer)
    66419    0.016    0.000    0.016    0.000 config.py:612(_get_deprecated_option)
    23511    0.006    0.000    0.016    0.000 common.py:556(require_length_match)
      570    0.002    0.000    0.016    0.000 api.py:201(union_indexes)
        1    0.000    0.000    0.016    0.016 _auth.py:1(<module>)
      858    0.010    0.000    0.016    0.000 _logger.py:969(remove)
    11692    0.011    0.000    0.016    0.000 base.py:5292(__contains__)
